Genome_vCon	VC	VC Status	Size	VC Subcluster	VC Subcluster Size	Quality	Adj P-value	Topology Confidence Score
vOTU_1165	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1166	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1167	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1168	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1169	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1170	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1171	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1174	NA	Overlap (VC_137/VC_812)	NA	NA	NA	NA	NA	NA
vOTU_1175	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1186	NA	Overlap (VC_368/VC_381)	NA	NA	NA	NA	NA	NA
vOTU_1187	NA	Overlap (VC_23/VC_279)	NA	NA	NA	NA	NA	NA
vOTU_1188	NA	Overlap (VC_30/VC_402)	NA	NA	NA	NA	NA	NA
vOTU_1190	NA	Overlap (VC_12/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_1194	NA	Overlap (VC_99/VC_648)	NA	NA	NA	NA	NA	NA
vOTU_1196	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1198	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1199	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1202	NA	Overlap (VC_538/VC_818)	NA	NA	NA	NA	NA	NA
vOTU_1203	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1206	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1211	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1212	NA	Overlap (VC_30/VC_402)	NA	NA	NA	NA	NA	NA
vOTU_1214	NA	Overlap (VC_12/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_1216	NA	Overlap (VC_288/VC_298)	NA	NA	NA	NA	NA	NA
vOTU_1220	NA	Overlap (VC_64/VC_854/VC_876)	NA	NA	NA	NA	NA	NA
vOTU_1227	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1229	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1231	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1236	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1237	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1241	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1243	NA	Overlap (VC_414/VC_691)	NA	NA	NA	NA	NA	NA
vOTU_1246	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1247	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1250	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1257	NA	Overlap (VC_288/VC_298)	NA	NA	NA	NA	NA	NA
vOTU_1261	NA	Overlap (VC_450/VC_479)	NA	NA	NA	NA	NA	NA
vOTU_1266	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1267	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1270	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1271	NA	Overlap (VC_130/VC_933)	NA	NA	NA	NA	NA	NA
vOTU_1274	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1276	NA	Overlap (VC_28/VC_560)	NA	NA	NA	NA	NA	NA
vOTU_1282	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1286	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1287	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1295	NA	Overlap (VC_137/VC_812)	NA	NA	NA	NA	NA	NA
vOTU_1305	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1307	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1310	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1312	NA	Overlap (VC_394/VC_472)	NA	NA	NA	NA	NA	NA
vOTU_1313	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1316	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1325	NA	Overlap (VC_222/VC_774)	NA	NA	NA	NA	NA	NA
vOTU_1327	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1328	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1332	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1337	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1338	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1339	NA	Overlap (VC_19/VC_190)	NA	NA	NA	NA	NA	NA
vOTU_1346	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1350	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1352	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1353	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1355	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1356	NA	Overlap (VC_593/VC_595)	NA	NA	NA	NA	NA	NA
vOTU_1357	NA	Overlap (VC_373/VC_924)	NA	NA	NA	NA	NA	NA
vOTU_1358	NA	Overlap (VC_255/VC_670)	NA	NA	NA	NA	NA	NA
vOTU_1360	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1362	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1364	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1366	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1369	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1371	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1377	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1380	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1381	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1383	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1384	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1385	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1386	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1388	NA	Overlap (VC_334/VC_855)	NA	NA	NA	NA	NA	NA
vOTU_1389	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1391	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1392	NA	Overlap (VC_312/VC_370)	NA	NA	NA	NA	NA	NA
vOTU_1394	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1399	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1400	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1408	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1410	NA	Overlap (VC_538/VC_542)	NA	NA	NA	NA	NA	NA
vOTU_1411	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1414	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1415	NA	Overlap (VC_21/VC_958)	NA	NA	NA	NA	NA	NA
vOTU_1416	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1417	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1418	NA	Overlap (VC_148/VC_613)	NA	NA	NA	NA	NA	NA
vOTU_1425	NA	Overlap (VC_49/VC_61/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_1431	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1437	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1440	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1444	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1445	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1449	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1450	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1452	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1453	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1454	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1455	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1472	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1482	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1483	NA	Overlap (VC_28/VC_560)	NA	NA	NA	NA	NA	NA
vOTU_1485	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1486	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1488	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1492	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1493	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1496	NA	Overlap (VC_12/VC_61/VC_333)	NA	NA	NA	NA	NA	NA
vOTU_1498	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1500	NA	Overlap (VC_288/VC_298)	NA	NA	NA	NA	NA	NA
vOTU_1503	NA	Overlap (VC_121/VC_417)	NA	NA	NA	NA	NA	NA
vOTU_1504	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1505	NA	Overlap (VC_51/VC_98)	NA	NA	NA	NA	NA	NA
vOTU_1506	NA	Overlap (VC_461/VC_769)	NA	NA	NA	NA	NA	NA
vOTU_1509	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1510	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1512	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1513	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1516	NA	Overlap (VC_93/VC_192)	NA	NA	NA	NA	NA	NA
vOTU_1518	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1523	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1525	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1527	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1529	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1530	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1532	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1533	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1534	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1535	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1542	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1546	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1549	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1550	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1552	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1557	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1558	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1559	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1560	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1562	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1563	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1567	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1568	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1569	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1570	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1572	NA	Overlap (VC_45/VC_565)	NA	NA	NA	NA	NA	NA
vOTU_1573	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1574	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1575	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1580	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1581	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1582	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1583	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1585	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1586	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1588	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1589	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1590	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1592	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1594	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1597	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1598	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1600	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1602	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1603	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1604	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1606	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1607	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1608	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1610	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1611	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1612	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1615	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1616	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1617	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1621	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1622	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1624	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1626	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1627	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1628	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1629	NA	Overlap (VC_92/VC_93/VC_192)	NA	NA	NA	NA	NA	NA
vOTU_1632	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1634	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1635	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1636	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1637	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1639	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1640	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1642	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1643	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1645	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1646	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1647	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1648	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1649	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1650	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1651	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1653	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1655	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1657	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1658	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1659	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1660	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1661	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1662	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1663	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1664	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1665	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1666	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1667	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1668	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1673	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1674	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1675	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1676	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1677	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1681	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1682	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1683	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1684	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1686	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1687	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1688	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1689	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1690	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1691	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1692	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1693	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1694	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1695	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1696	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1697	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1698	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1700	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1701	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1703	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1704	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1705	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1706	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1707	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1709	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1710	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1711	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1712	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1713	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1714	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1715	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1716	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1717	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1718	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1719	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1720	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1721	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1722	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1723	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1725	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1726	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1727	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1729	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1730	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1731	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1732	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1733	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1734	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1735	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1736	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1737	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1738	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1739	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1740	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1742	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1743	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1744	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1745	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1747	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1748	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1749	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1750	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1751	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1752	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1753	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1754	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1755	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1756	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1757	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1758	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1759	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1761	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1762	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1763	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1764	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1765	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1767	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1768	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1769	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1770	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1771	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1772	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1774	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1776	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1777	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1778	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1779	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1781	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1782	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1783	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1784	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1785	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1786	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1788	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1789	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1790	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1791	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1793	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1794	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1798	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1799	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1800	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1801	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1802	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1803	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1804	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1806	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1807	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1809	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1810	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1811	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1812	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1814	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1815	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1816	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1817	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1818	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1819	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1820	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1821	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1823	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1826	NA	Overlap (VC_234/VC_805)	NA	NA	NA	NA	NA	NA
vOTU_1827	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1828	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1830	NA	Overlap (VC_15/VC_26/VC_860)	NA	NA	NA	NA	NA	NA
vOTU_1832	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1833	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1835	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1836	NA	Overlap (VC_547/VC_943)	NA	NA	NA	NA	NA	NA
vOTU_1837	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1838	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1839	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1843	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1844	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1845	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1848	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1849	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1851	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1852	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1853	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1854	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1855	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1856	NA	Overlap (VC_26/VC_860)	NA	NA	NA	NA	NA	NA
vOTU_1857	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1858	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1859	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1860	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1861	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1862	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1866	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1867	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1868	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1869	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1871	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1873	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1874	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1875	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1876	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1877	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1878	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1880	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1881	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1883	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1884	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1886	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1887	NA	Singleton	NA	NA	NA	NA	NA	NA
vOTU_1888	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1891	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1892	NA	Outlier	NA	NA	NA	NA	NA	NA
vOTU_1894	NA	Outlier	NA	NA	NA	NA	NA	NA
